번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
6555,야탑교,야탑교,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 야탑동 555,스마트도시과,031-729-8523,37.409122,127.12346,2021-09-30
6556,가나안근로복지관,"1층(작업실, 강의실)",경기도,성남시,서민·복지시설,LGU+,Public WiFi Free,2014-01,경기도 성남시 분당구 야탑로 225,,LGU+,031-1544-8585,37.408198,127.143649,2021-09-30
6557,중탑사회복지관,"1층 청춘식당, 2층(아동가족상담센터, 열림나눔터, 복지관 사무실, 행복한 배움터), 3층(책이 있는 쉼터, 초록한마당, 희망장난감도서관)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2015-12,경기도 성남시 분당구 판교로 607,,KT,031-1588-9010,37.407799,127.140085,2021-09-30
6558,탑골 어린이공원,탑골 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 야탑동 521,스마트도시과,031-729-8523,37.407771,127.139493,2021-09-30
6559,차량등록사업소,"1층(안내, 중앙, 우측)",경기도,성남시,관공서,KT,Public WiFi Free,2014-01,경기도 성남시 분당구 야탑로 327,,KT,031-1588-9010,37.406912,127.154031,2021-09-30
6560,삼평동 주민센터,삼평동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2014-12,경기도 성남시 분당구 동판교로266번길 7,,분당구 행정지원과,031-729-7072,37.4061,127.116227,2021-09-30
6561,하탑교,하탑교,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 이매동 154,스마트도시과,031-729-8523,37.405292,127.124165,2021-09-30
6562,판교 인공암벽장,관리실컨테이너상단,경기도,성남시,지역문화시설,KT,Public WiFi Free,2021-01,판교동 553,,KT,031-1588-9010,37.3967906,127.0946677,2021-09-30
6563,성남시립 양지테니스장,1층 사무실,경기도,성남시,편의시설,KT,Public WiFi Free,2021-01,양지동 986,,KT,031-1588-9010,37.463416,127.1607102,2021-09-30
6564,탄천변제1체육공원,관리사무소,경기도,성남시,편의시설,KT,Public WiFi Free,2021-01,여수동 7-12,,KT,031-1588-9010,37.4259282,127.1179144,2021-09-30
6565,황송테니스장,1층 사무실,경기도,성남시,편의시설,KT,Public WiFi Free,2021-01,금광동 2449-1,,KT,031-1588-9010,37.4447574,127.1698618,2021-09-30
6566,수내시립테니스장,1층 사무실,경기도,성남시,편의시설,KT,Public WiFi Free,2021-01,수내동 119-1,,KT,031-1588-9010,37.3666095,127.1262829,2021-09-30
6567,중앙시장,"1층 133,145,163,182호 앞, 정문입구 앞, 2층 205,211,230,242,260호 앞, 3층 강당, 유아놀이방앞복도",경기도,성남시,지역문화시설,KT,Public WiFi Free,2021-01,태평동 3681,,KT,031-1588-9010,37.4413751,127.1298401,2021-09-30
6568,하대원공설시장,"가동 3층 옥상 2개, 나동 옥상 2대",경기도,성남시,지역문화시설,KT,Public WiFi Free,2021-01,하대원동 266-1,,KT,031-1588-9010,37.4273805,127.1400665,2021-09-30
6569,중원청소년수련관,"2창체육관연결통로 옥외1대, 1층 소공원장, 온새미로교실 앞 로비, 안내데스크 옆 휴게공간 각 1대",경기도,성남시,편의시설,KT,Public WiFi Free,2021-01,하대원동 240,,KT,031-1588-9010,37.4305365,127.1527703,2021-09-30
6570,판교박물관,1층상설전시관,경기도,성남시,지역문화시설,KT,Public WiFi Free,2021-01,판교동 499,,KT,031-1588-9010,37.4009089,127.0933904,2021-09-30
6571,성남시 근로자종합복지관,"1층 현관, 에어로빅실, 2층 사무실, 컴퓨터교육실, 회의실. 3층 바리스타실, 휴게공간, 홈패션실 각 1대",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2021-01,상대원1동 197-6,,KT,031-1588-9010,37.438332,127.1769342,2021-09-30
6572,주민광장(산성대로518번길),주민광장(산성대로518번길),경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2021-06,은행동 2494,,스마트도시과,031-729-8523,37.4564015,127.1650157,2021-09-30
6573,솔마루어린이놀이터,솔마루어린이놀이터,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2021-06,태평동 4320,,스마트도시과,031-729-8523,37.4470782,127.129356,2021-09-30
6574,성남하이테크밸리(선텍시티2 앞),성남하이테크밸리(선텍시티2 앞),경기도,성남시,서민·복지시설,성남시청,G_PublicWiFi@SeongNam,2021-06,상대원동 307-2,,스마트도시과,031-729-8523,37.4349363,127.1704105,2021-09-30
6575,성남시의회,성남시의회(지상 4~6층),경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 중원구 성남대로 997,,중앙도서관,031-729-8642,37.420035,127.127243,2021-09-30
6576,성남시청,"시청입구광장, 시청앞광장, 음악분수대",경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 중원구 성남대로 997,,스마트도시과,031-729-8523,37.419695,127.127803,2021-09-30
6577,영생관리사업소(본관),"1층(민원실, 식당), 2층(로전실, 로비, 관망실), 3층 사무실, 화장터",경기도,성남시,관공서,KT,Public WiFi Free,2014-12,경기도 성남시 중원구 순암로 800,,KT,031-1588-9010,37.418576,127.182928,2021-09-30
6578,영생관리사업소(추모원),"1층 매점, 2층 로비, 3층 로비",경기도,성남시,관공서,KT,Public WiFi Free,2014-12,경기도 성남시 중원구 순암로 800,,KT,031-1588-9010,37.418576,127.182928,2021-09-30
6579,청소년상담복지센터,5층 로비,경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 중원구 성남대로997번길 25-11,,KT,031-1588-9010,37.41812,127.126431,2021-09-30
6580,시청공원,놀이터 인근,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 중원구 성남대로 997,,스마트도시과,031-729-8523,37.417856,127.123787,2021-09-30
6581,도촌동 주민센터,도촌동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2014-12,경기도 성남시 중원구 도촌북로 28,,중원구 행정지원과,031-729-6072,37.416462,127.152741,2021-09-30
6582,야탑동 물놀이장,물놀이장 인근,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 양현로 375번길 31,,스마트도시과,031-729-8523,37.415539,127.12085,2021-09-30
6583,도촌종합사회복지관,"지하1층 식당, 1층 로비, 2층(테라스, 행복누리센터, 아이디어룸, 도움실), 3층(아이랜트센터, 오감사랑, 희희낙락, 멀티룸), 4층(누리마당, 스마트유스존, 청소년아카데미), 5층 옥상",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2015-12,경기도 성남시 중원구 도촌북로 92,,KT,031-1588-9010,37.415177,127.159011,2021-09-30
6584,에스이너싱홈,"지하1층 로비, 1층 로비, 2층 로비, 3층 로비",경기도,성남시,서민·복지시설,LGU+,Public WiFi Free,2014-12,경기도 성남시 수정구 사송로80번길 7,,LGU+,031-1544-8585,37.414799,127.110274,2021-09-30
6585,야탑 반려견,반려견장 인근,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 양현로 322,,스마트도시과,031-729-8523,37.41322,127.122251,2021-09-30
6586,야탑1동 주민센터,야탑1동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 장미로86번길 18,,분당구 행정지원과,031-729-7072,37.412,127.130278,2021-09-30
6587,야탑역 광장,"야탑역광장 2번, 4번 출구 근처",경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 성남대로 919,,스마트도시과,031-729-8523,37.411924,127.128339,2021-09-30
6588,탑 어린이공원,탑 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,경기도 성남시 분당구 야탑로 111번길 12-14,,스마트도시과,031-729-8523,37.411894,127.132202,2021-09-30
6589,이왕이공원,이왕이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 중원구 도촌동 648,스마트도시과,031-729-8523,37.411881,127.162737,2021-09-30
6590,중탑 어린이공원,중탑 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,경기도 성남시 분당구 매화로48번길 17-4,,스마트도시과,031-729-8523,37.411758,127.136192,2021-09-30
6591,약수터 어린이공원,약수터 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 중원구 도촌동 664,스마트도시과,031-729-8523,37.411484,127.166827,2021-09-30
6592,분당구보건소,"지하1층 탕비실, 1층 로비 대기실, 2층 상담실, 3층 정신보건센터",경기도,성남시,관공서,LGU+,Public WiFi Free,2014-01,경기도 성남시 분당구 양현로 306,,LGU+,031-1544-8585,37.41097,127.124627,2021-09-30
6593,위례동 주민센터,위례동주민센터 민원실,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 수정구 위례동로 91,,수정구 행정지원과,031-729-5072,37.468547,127.149767,2021-09-30
6594,복정동 주민센터,복정동주민센터 민원실,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 수정구 복정로 144,,수정구 행정지원과,031-729-5072,37.465684,127.127114,2021-09-30
6595,남한산성 비둘기광장,"관리사무소 건물외벽, 공연장 근처, 약사사 갈림길 화장실",경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 중원구 산성대로 626,,스마트도시과,031-729-8523,37.464103,127.171262,2021-09-30
6596,양짓말 물놀이장,양짓말 물놀이장,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 수정구 양지동 62,스마트도시과,031-729-8523,37.462986,127.168281,2021-09-30
6597,양지동제2복지회관,"지하1층 다목적실, 1층 원장실, 2층 푸른별반",경기도,성남시,서민·복지시설,LGU+,Public WiFi Free,2015-12,경기도 성남시 수정구 수정로578번길 9,,LGU+,031-1544-8585,37.462791,127.167574,2021-09-30
6598,수정중앙노인복지회관,"1층 사무실, 2층(화장실, 열린강의실), 3층 기능회복실, 4층(사랑방, 주간보호센터), 5층 옥상",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2015-12,경기도 성남시 수정구 성남대로1480번길 38,,KT,031-1588-9010,37.461527,127.130446,2021-09-30
6599,양지동 물놀이장,양지동 물놀이장,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 수정구 양지동 1017-1,스마트도시과,031-729-8523,37.460348,127.162696,2021-09-30
6600,자광원,"A동(지하1층 식당, 1층 로비), B동(지하1층 로비, 1층 로비)",경기도,성남시,서민·복지시설,LGU+,Public WiFi Free,2014-12,경기도 성남시 수정구 가마절로 40,,LGU+,031-1544-8585,37.459423,127.139187,2021-09-30
6601,은행시장,정류장 근처,경기도,성남시,서민·복지시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 중원구 산성대로 526,,스마트도시과,031-729-8523,37.457677,127.164291,2021-09-30
6602,남한산성시장,버스정류장 근처,경기도,성남시,서민·복지시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 중원구 은이로8번길 6,,스마트도시과,031-729-8523,37.457498,127.165257,2021-09-30
6603,은행2동제2복지회관,"1층 어린이집 사무실, 2층 경로당",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2015-12,경기도 성남시 중원구 은이로27번길 9,,KT,031-1588-9010,37.457217,127.167583,2021-09-30
6604,성남남한산성시장,"상가 옥상(2대), 반찬가게, 푸줏간 정육점, 차서방 생선가게",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 중원구 산성대로 526,,KT,031-1588-9010,37.457117,127.164791,2021-09-30
6605,은행2동 주민센터,은행2동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 중원구 은이로 21,,중원구 행정지원과,031-729-6072,37.456991,127.166548,2021-09-30
6606,운중체육공원1,운중체육공원1,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 운중동 956-4,스마트도시과,031-729-8523,37.392524,127.071004,2021-09-30
6607,판교도서관,"지하1층 로비, 1층(로비, 전자정보실)",경기도,성남시,지역문화시설,LGU+,Public WiFi Free,2014-12,경기도 성남시 분당구 운중로225번길 37,,LGU+,031-1544-8585,37.392045,127.090327,2021-09-30
6608,판교도서관,판교도서관,경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2013-12,경기도 성남시 분당구 운중로225번길 37,,중앙도서관,031-729-8642,37.392018,127.090389,2021-09-30
6609,바람길 어린이공원,바람길 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 운중동 889,스마트도시과,031-729-8523,37.391948,127.066628,2021-09-30
6610,판교청소년수련관,"지하1층 안내데스크, 3층 웰리스실",경기도,성남시,지역문화시설,LGU+,Public WiFi Free,2014-01,경기도 성남시 분당구 서판교로132번길 2,,LGU+,031-1544-8585,37.391903,127.091173,2021-09-30
6611,눈꽃 어린이공원,눈꽃 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 운중동 1012,스마트도시과,031-729-8523,37.391323,127.083561,2021-09-30
6612,물빛 어린이공원,물빛 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 운중동 900,스마트도시과,031-729-8523,37.391029,127.067499,2021-09-30
6613,성남시수정도서관,성남시수정도서관,경기도,성남시,지역문화시설,KT,Public WiFi Free,2020-02,수정구 수정로332번길 32,,KT,031-1588-9010,37.452246,127.1506833,2021-09-30
6614,정자3동주민자치센터,정자3동주민자치센터,경기도,성남시,관공서,KT,Public WiFi Free,2020-02,돌마로 242,,KT,031-1588-9010,37.3607889,127.1173006,2021-09-30
6615,백현동주민자치센터,백현동주민자치센터,경기도,성남시,관공서,KT,Public WiFi Free,2020-02,동판교로 21,,KT,031-1588-9010,37.3885121,127.1086209,2021-09-30
6616,삼평동주민자치센터,삼평동주민자치센터,경기도,성남시,관공서,KT,Public WiFi Free,2020-02,동판교로266번길 7,,KT,031-1588-9010,37.4061166,127.1141052,2021-09-30
6617,신흥1동주민자치센터,신흥1동주민자치센터,경기도,성남시,관공서,KT,Public WiFi Free,2020-02,수정로188번길 7,,KT,031-1588-9010,37.4432715,127.1407948,2021-09-30
6618,금광2동 주민자치센터,"지하1층 1대, 4층 작은도서관 1대",경기도,성남시,관공서,KT,Public WiFi Free,2021-01,금광2동 3657번지,,KT,031-1588-9010,37.4462793,127.1618494,2021-09-30
6619,단대동 주민자치센터,"3층 복도 1대, 2층 중앙복도 1대",경기도,성남시,관공서,KT,Public WiFi Free,2021-01,단대동 129,,KT,031-1588-9010,37.4492024,127.1532201,2021-09-30
6620,모란생태공원,"조명탐 상단, 전원 및 모뎀은 CCTV 함체",경기도,성남시,편의시설,KT,Public WiFi Free,2021-01,성남동 4674,,KT,031-1588-9010,37.42826358,127.1259817,2021-09-30
6621,보통골 주민의 쉼터,"지하1층 대강당 1대, 2층 경로당 남실 1, 여실 1, 3층 스포츠실 1대, 4층 독서실 1대",경기도,성남시,지역문화시설,KT,Public WiFi Free,2021-01,상대원동 378-4,,KT,031-1588-9010,37.4345623,127.1797976,2021-09-30
